ticker,total ESG score,,,,,
ARL,,,,,,
GLTO,,,,,,
HWIN,,,,,,
NCSM,,,,,,
ATMS,,,,,,
FDBL,,,,,,
SONM,,,,,,
BKUH,,,,,,
NP,,,,,,
UAN,,,,,,
LGYV,,,,,,
CSUI,,,,,,
IVDN,,,,,,
USEG,,,,,,
NNAX,,,,,,
SWGI,,,,,,
AOXY,,,,,,
EVFM,,,,,,
RIVU,,,,,,
LKAI,,,,,,
RMO,,,,,,
ASCK,,,,,,
UGHB,,,,,,
ELRE,,,,,,
PURT,,,,,,
SYNL,,,,,,
CTGO,,,,,,
SGOL,,,,,,
ECOM,,,,,,
BSBK,,,,,,
WAVD,,,,,,
XSNX,,,,,,
NUVR,,,,,,
SHWZ,,,,,,
NWBO,,,,,,
FET,,,,,,
VNRX,,,,,,
GCEH,,,,,,
PXPP,,,,,,
FNRN,,,,,,
BIOC,,,,,,
ALR,,,,,,
FLXT,,,,,,
ZPAS,,,,,,
SKYE,,,,,,
IHT,,,,,,
AINC,,,,,,
NANX,,,,,,
NBRV,,,,,,
SUM,,,,,,
PACV,,,,,,
OTIC,,,,,,
OOGI,,,,,,
PVNC,,,,,,
QBAK,,,,,,
BTIM,,,,,,
SYPR,,,,,,
HCMC,,,,,,
RMSL,,,,,,
AREN,,,,,,
NHMD,,,,,,
AUMN,,,,,,
LYRA,,,,,,
ETCG,,,,,,
OSG,,,,,,
SNPW,,,,,,
AUSI,,,,,,
VERO,,,,,,
MUSS,,,,,,
EFSI,,,,,,
AMCT,,,,,,
VYGR,,,,,,
VBIX,,,,,,
AYRO,,,,,,
LTES,,,,,,
LTGJ,,,,,,
FFNW,,,,,,
CKX,,,,,,
BAR,,,,,,
TACT,,,,,,
HURC,,,,,,
IDRA,,,,,,
TREN,,,,,,
MSYN,,,,,,
ODYY,,,,,,
QHYG,,,,,,
WEYS,,,,,,
TMBR,,,,,,
SBFG,,,,,,
UBCP,,,,,,
SCPS,,,,,,
IEHC,,,,,,
SING,,,,,,
ARAO,,,,,,
YRIV,,,,,,
AVA,,,,,,
SFDL,,,,,,
SMPR,,,,,,
BOXS,,,,,,
AIVI,,,,,,
NBSE,,,,,,
KGJI,,,,,,
PTN,,,,,,
VTNR,,,,,,
CGRN,,,,,,
FERL,,,,,,
BWVI,,,,,,
PGAI,,,,,,
SYSX,,,,,,
DGL,,,,,,
JCTCF,,,,,,
AHNR,,,,,,
VKIN,,,,,,
XL,,,,,,
TOMZ,,,,,,
LWLG,,,,,,
DREM,,,,,,
DUSYF,,,,,,
GNCA,,,,,,
BXRX,,,,,,
NVIV,,,,,,
LUVU,,,,,,
BRLL,,,,,,
MIST,,,,,,
FXY,,,,,,
TNLX,,,,,,
WHG,,,,,,
WHLM,,,,,,
NPHC,,,,,,
PRSI,,,,,,
CMGR,,,,,,
BSVN,,,,,,
NIMU,,,,,,
PDEX,,,,,,
OVTZ,,,,,,
SDVI,,,,,,
NSEC,,,,,,
LE,,,,,,
LBTI,,,,,,
TWIN,,,,,,
DUOT,,,,,,
TSRI,,,,,,
SENR,,,,,,
IDW,,,,,,
HQDA,,,,,,
DYNR,,,,,,
GCBC,,,,,,
CRTG,,,,,,
EYEN,,,,,,
SYN,,,,,,
VRNA,,,,,,
MULG,,,,,,
HBIS,,,,,,
PBAJ,,,,,,
SIF,,,,,,
LODE,,,,,,
LMPX,,,,,,
CLRO,,,,,,
MHTX,,,,,,
ITI,,,,,,
DSS,,,,,,
TIG,,,,,,
CZWI,,,,,,
MSP,,,,,,
VWTR,,,,,,
FULO,,,,,,
TBBA,,,,,,
BZYR,,,,,,
ZYME,,,,,,
AADI,,,,,,
SMDM,,,,,,
MILC,,,,,,
SLNG,,,,,,
UMEWF,,,,,,
USNU,,,,,,
GIGA,,,,,,
IDA,,,,,,
BUDZ,,,,,,
CAPR,,,,,,
FIND,,,,,,
MLVF,,,,,,
PCYG,,,,,,
JSHG,,,,,,
WFCF,,,,,,
GWSN,,,,,,
VNUE,,,,,,
DAIO,,,,,,
ZLAB,,,,,,
SUN,,,,,,
PGLO,,,,,,
INTI,,,,,,
APSI,,,,,,
FHTF,,,,,,
ISIG,,,,,,
TAUG,,,,,,
RRTS,,,,,,
TCI,,,,,,
OUNZ,,,,,,
HGYN,,,,,,
TPTW,,,,,,
HR,,,,,,
INO,,,,,,
DKL,,,,,,
IINX,,,,,,
AMMX,,,,,,
HHS,,,,,,
GLNS,,,,,,
LITH,,,,,,
NRBO,,,,,,
CNGT,,,,,,
STCB,,,,,,
SFOR,,,,,,
KITL,,,,,,
FUSN,,,,,,
ATLO,,,,,,
THCT,,,,,,
IMRA,,,,,,
LBUY,,,,,,
MNTK,,,,,,
BYFC,,,,,,
FRTG,,,,,,
AVDL,,,,,,
PAYS,,,,,,
GDMK,,,,,,
BUKS,,,,,,
AFPW,,,,,,
FJHL,,,,,,
CLOW,,,,,,
ABWN,,,,,,
OMEG,,,,,,
CLXT,,,,,,
ASPS,,,,,,
JUVF,,,,,,
MITI,,,,,,
REFR,,,,,,
SEVN,,,,,,
JAKK,,,,,,
LTUM,,,,,,
FKYS,,,,,,
PALI,,,,,,
FFBW,,,,,,
NGLD,,,,,,
VERY,,,,,,
RETC,,,,,,
VCOR,,,,,,
MMMW,,,,,,
WMC,,,,,,
MIC,,,,,,
HSAQ,,,,,,
JANL,,,,,,
RNWK,,,,,,
REAL,,,,,,
EMRN,,,,,,
GTIM,,,,,,
TLFA,,,,,,
SDWL,,,,,,
RZZN,,,,,,
GTBIF,,,,,,
SYTE,,,,,,
OMER,,,,,,
OPVS,,,,,,
UAMY,,,,,,
INRD,,,,,,
CPTP,,,,,,
HHSE,,,,,,
YEWB,,,,,,
MFCO,,,,,,
EARN,,,,,,
NTRA,,,,,,
CHUC,,,,,,
SISI,,,,,,
ARC,,,,,,
NBEV,,,,,,
LGIQ,,,,,,
THRO,,,,,,
SVFD,,,,,,
RAYT,,,,,,
FUNC,,,,,,
CVV,,,,,,
ACRX,,,,,,
FSFG,,,,,,
MSSV,,,,,,
BANT,,,,,,
VTSI,,,,,,
BLIN,,,,,,
NANN,,,,,,
PTZH,,,,,,
BABB,,,,,,
BCTF,,,,,,
CIZN,,,,,,
ATXS,,,,,,
CKPT,,,,,,
ENZ,,,,,,
INVE,,,,,,
NUMD,,,,,,
TAYD,,,,,,
PGID,,,,,,
PSTI,,,,,,
ISBC,,,,,,
NBGV,,,,,,
REEMF,,,,,,
SBT,,,,,,
DAN,,,,,,
SSKN,,,,,,
PFSF,,,,,,
BIOL,,,,,,
SMTI,,,,,,
NAII,,,,,,
VYST,,,,,,
GTHR,,,,,,
KGNR,,,,,,
APHE,,,,,,
ALDA,,,,,,
SHNL,,,,,,
MLFB,,,,,,
ORN,,,,,,
GAHC,,,,,,
TCCO,,,,,,
BGSF,,,,,,
PNRG,,,,,,
EDIT,,,,,,
LUMO,,,,,,
SIGY,,,,,,
SNPX,,,,,,
OSH,,,,,,
PGAS,,,,,,
NXEN,,,,,,
CURR,,,,,,
EXLA,,,,,,
HTA,,,,,,
BMNM,,,,,,
CRYM,,,,,,
HZN,,,,,,
LWEL,,,,,,
FSEA,,,,,,
GNSS,,,,,,
VITX,,,,,,
GPP,,,,,,
CVET,,,,,,
USAP,,,,,,
FXC,,,,,,
CGA,,,,,,
PCB,,,,,,
OCLN,,,,,,
AXAS,,,,,,
FUSB,,,,,,
THM,,,,,,
RNWR,,,,,,
MFBP,,,,,,
TIKK,,,,,,
ADTN,,,,,,
STCN,,,,,,
TRRB,,,,,,
DFCO,,,,,,
ALID,,,,,,
KENS,,,,,,
PZN,,,,,,
PLYN,,,,,,
RBCN,,,,,,
INUV,,,,,,
BTDG,,,,,,
SCYX,,,,,,
PHBI,,,,,,
SVRA,,,,,,
OPOF,,,,,,
BOTJ,,,,,,
BRID,,,,,,
SGNI,,,,,,
CYAP,,,,,,
GRST,,,,,,
SAFM,,,,,,
ARMC,,,,,,
SMID,,,,,,
MORN,,,,,,
AQST,,,,,,
AGTK,,,,,,
MNTR,,,,,,
BTCY,,,,,,
PQEFF,,,,,,
STAB,,,,,,
PTRS,,,,,,
FALC,,,,,,
NINE,,,,,,
GBT,,,,,,
CC,,,,,,
BPTH,,,,,,
AERG,,,,,,
AQMS,,,,,,
CNET,,,,,,
ELVG,,,,,,
VIDE,,,,,,
BRBL,,,,,,
GTXO,,,,,,
MAX,,,,,,
GURE,,,,,,
PFMT,,,,,,
RYES,,,,,,
SSET,,,,,,
GLXZ,,,,,,
AIRG,,,,,,
MYHI,,,,,,
EZRG,,,,,,
GWTI,,,,,,
SONN,,,,,,
SNDD,,,,,,
ITP,,,,,,
GBOX,,,,,,
CDK,,,,,,
HIL,,,,,,
CHNO,,,,,,
SMME,,,,,,
VCNX,,,,,,
NWYU,,,,,,
CZNI,,,,,,
KINS,,,,,,
RSRV,,,,,,
CVCY,,,,,,
MMND,,,,,,
AEY,,,,,,
COEP,,,,,,
SHRG,,,,,,
AMPY,,,,,,
AFDG,,,,,,
CTIC,,,,,,
ROYL,,,,,,
POTN,,,,,,
CTGL,,,,,,
NTUS,,,,,,
BXXY,,,,,,
CAL,,,,,,
SYBX,,,,,,
CTIB,,,,,,
EAWD,,,,,,
PEN,,,,,,
JAN,,,,,,
TELA,,,,,,
NTWK,,,,,,
ZDGE,,,,,,
TENX,,,,,,
ICCC,,,,,,
SPRS,,,,,,
WCRS,,,,,,
CCXI,,,,,,
XTNT,,,,,,
MNPR,,,,,,
SMAR,,,,,,
MHH,,,,,,
MTOR,,,,,,
NUVI,,,,,,
FMBM,,,,,,
LWAY,,,,,,
CBGL,,,,,,
GHST,,,,,,
ABTI,,,,,,
STRT,,,,,,
TARA,,,,,,
RCAR,,,,,,
WSCO,,,,,,
ACRU,,,,,,
GNPX,,,,,,
RMTI,,,,,,
DTGI,,,,,,
APTO,,,,,,
NSYS,,,,,,
MAYS,,,,,,
AMTY,,,,,,
LHIL,,,,,,
CBDS,,,,,,
CPHC,,,,,,
KTEL,,,,,,
DXYN,,,,,,
BLCM,,,,,,
BWMG,,,,,,
FCTI,,,,,,
DMLP,,,,,,
MICR,,,,,,
SCPH,,,,,,
UWHR,,,,,,
DBE,,,,,,
VIZC,,,,,,
GTYH,,,,,,
ARAT,,,,,,
EVBN,,,,,,
III,,,,,,
SJ,,,,,,
AMHG,,,,,,
IPSI,,,,,,
CPMD,,,,,,
CBAT,,,,,,
RSKIA,,,,,,
NKSH,,,,,,
TECH,,,,,,
CBMB,,,,,,
AVO,,,,,,
LCTC,,,,,,
SPOK,,,,,,
G,,,,,,
GENH,,,,,,
NEXT,,,,,,
HNGR,,,,,,
CREG,,,,,,
BASA,,,,,,
CIIT,,,,,,
ARDS,,,,,,
INBT,,,,,,
CW,,,,,,
NECA,,,,,,
HMNF,,,,,,
BETRF,,,,,,
GTEC,,,,,,
AN,,,,,,
CLSD,,,,,,
ADVV,,,,,,
UBOH,,,,,,
ZGSI,,,,,,
ACU,,,,,,
ROAG,,,,,,
BNET,,,,,,
PSWW,,,,,,
SBTX,,,,,,
FXB,,,,,,
USAQ,,,,,,
RAVE,,,,,,
BSM,,,,,,
DBP,,,,,,
AIAD,,,,,,
ELST,,,,,,
CETY,,,,,,
HRBR,,,,,,
RMBL,,,,,,
NNRX,,,,,,
SNBH,,,,,,
ISTR,,,,,,
FORD,,,,,,
STE,,,,,,
UGA,,,,,,
PLYZ,,,,,,
ACTX,,,,,,
BLXX,,,,,,
NYC,,,,,,
AVOI,,,,,,
FTLF,,,,,,
UUP,,,,,,
PBLA,,,,,,
TAIT,,,,,,
OCDX,,,,,,
WSTL,,,,,,
ENDV,,,,,,
OPNT,,,,,,
EFBI,,,,,,
HBUV,,,,,,
UG,,,,,,
CVAT,,,,,,
CNSP,,,,,,
NEWH,,,,,,
XERI,,,,,,
CALA,,,,,,
SWKH,,,,,,
GMER,,,,,,
LINC,,,,,,
CLRB,,,,,,
BIMT,,,,,,
BKYI,,,,,,
ESPI,,,,,,
EXDW,,,,,,
GRYN,,,,,,
RMHB,,,,,,
INOD,,,,,,
RTLR,,,,,,
HBP,,,,,,
TEUM,,,,,,
MMEX,,,,,,
TAPM,,,,,,
EVOK,,,,,,
DPLS,,,,,,
NWPP,,,,,,
WINR,,,,,,
DFH,,,,,,
AURX,,,,,,
CDAK,,,,,,
VBHI,,,,,,
GVP,,,,,,
BIQIF,,,,,,
SANW,,,,,,
OFED,,,,,,
SRTS,,,,,,
QNBC,,,,,,
GSTC,,,,,,
BMMJ,,,,,,
SNOA,,,,,,
JMKJ,,,,,,
PHOT,,,,,,
OGAA,,,,,,
EMAX,,,,,,
LCLP,,,,,,
TRXA,,,,,,
CLBS,,,,,,
NERV,,,,,,
WSCC,,,,,,
NTPY,,,,,,
BNTC,,,,,,
CBIO,,,,,,
NTOX,,,,,,
GBPT,,,,,,
COSM,,,,,,
CZFS,,,,,,
CYTR,,,,,,
LNDC,,,,,,
INRE,,,,,,
NATI,,,,,,
RGIN,,,,,,
VYNT,,,,,,
REV,,,,,,
PLBC,,,,,,
INLB,,,,,,
FIFG,,,,,,
NEON,,,,,,
CIRX,,,,,,
ALPP,,,,,,
HYSR,,,,,,
CCBC,,,,,,
ACAN,,,,,,
NCRE,,,,,,
THMO,,,,,,
PHIL,,,,,,
FVCB,,,,,,
LQDA,,,,,,
BSQR,,,,,,
LIVE,,,,,,
KRMD,,,,,,
CIEN,,,,,,
LOGX,,,,,,
CCYC,,,,,,
CHCR,,,,,,
NUNZ,,,,,,
APPB,,,,,,
NRIS,,,,,,
GKIN,,,,,,
ARTW,,,,,,
HPTO,,,,,,
GEG,,,,,,
MLP,,,,,,
SUWN,,,,,,
ELDN,,,,,,
FNCB,,,,,,
MGTI,,,,,,
SCRH,,,,,,
EKSO,,,,,,
OBTX,,,,,,
ALPE,,,,,,
DHCC,,,,,,
CLSH,,,,,,
AB,,,,,,
MCCX,,,,,,
GBL,,,,,,
COCP,,,,,,
STCC,,,,,,
OM,,,,,,
APRN,,,,,,
DIT,,,,,,
GLBD,,,,,,
LCHD,,,,,,
EXPR,,,,,,
VIR,,,,,,
SCWO,,,,,,
NMRD,,,,,,
NWFL,,,,,,
SUNW,,,,,,
CMPS,,,,,,
ULNV,,,,,,
PLXP,,,,,,
SHLX,,,,,,
LPCN,,,,,,
ACUR,,,,,,
ATXG,,,,,,
PPCB,,,,,,
IQST,,,,,,
CVSI,,,,,,
PRKA,,,,,,
RMCF,,,,,,
OBLG,,,,,,
XELB,,,,,,
GWSO,,,,,,
MDIA,,,,,,
AYTU,,,,,,
JVA,,,,,,
APVO,,,,,,
LEE,,,,,,
ONTX,,,,,,
SLV,,,,,,
DRTT,,,,,,
AVGR,,,,,,
STRM,,,,,,
ASDN,,,,,,
CWBC,,,,,,
GZCC,,,,,,
TUSK,,,,,,
LPTX,,,,,,
FCUV,,,,,,
SFBC,,,,,,
CWRK,,,,,,
SLRX,,,,,,
CHE,,,,,,
SND,,,,,,
INQD,,,,,,
LNGB,,,,,,
DARE,,,,,,
XDSL,,,,,,
BLPH,,,,,,
BMTM,,,,,,
EVOL,,,,,,
PATI,,,,,,
FCIC,,,,,,
MGYR,,,,,,
AKTX,,,,,,
USO,,,,,,
ADYX,,,,,,
AIRT,,,,,,
OWPC,,,,,,
REBL,,,,,,
MYSZ,,,,,,
HEPA,,,,,,
LVPA,,,,,,
KNWN,,,,,,
MRKR,,,,,,
BYLG,,,,,,
PLTM,,,,,,
AEHR,,,,,,
SNFCA,,,,,,
IROQ,,,,,,
NEGG,,,,,,
AUBN,,,,,,
CRXM,,,,,,
ADMQ,,,,,,
APRE,,,,,,
RPMT,,,,,,
SNRG,,,,,,
HSTA,,,,,,
QLGN,,,,,,
OVLY,,,,,,
ZI,,,,,,
SRGZ,,,,,,
RVRF,,,,,,
QOEG,,,,,,
IGEN,,,,,,
ACFN,,,,,,
MMNFF,,,,,,
SKAS,,,,,,
AHPI,,,,,,
BOTY,,,,,,
DBVT,,,,,,
AXR,,,,,,
NVNT,,,,,,
CPMV,,,,,,
AYLA,,,,,,
AMSU,,,,,,
FXE,,,,,,
ETTX,,,,,,
FRTM,,,,,,
AGTX,,,,,,
ARMP,,,,,,
TRIQ,,,,,,
ELVT,,,,,,
MEPW,,,,,,
RBTK,,,,,,
BDGY,,,,,,
IBAL,,,,,,
WTER,,,,,,
SREV,,,,,,
SYQH,,,,,,
RASP,,,,,,
ELOX,,,,,,
ECRP,,,,,,
TTOO,,,,,,
OVBC,,,,,,
GLBZ,,,,,,
MSPC,,,,,,
IWSY,,,,,,
SCGY,,,,,,
NURO,,,,,,
WISA,,,,,,
HDII,,,,,,
OCEL,,,,,,
CLTH,,,,,,
TMGI,,,,,,
DFFN,,,,,,
DBB,,,,,,
OMEX,,,,,,
SSDT,,,,,,
RKFL,,,,,,
ACST,,,,,,
ENRT,,,,,,
FLUX,,,,,,
ESMC,,,,,,
LMFA,,,,,,
ZZLL,,,,,,
VPRB,,,,,,
PEBK,,,,,,
SIRE,,,,,,
HRGG,,,,,,
UNB,,,,,,
GBR,,,,,,
STRS,,,,,,
ADES,,,,,,
VYCO,,,,,,
LCNB,,,,,,
UEEC,,,,,,
RDVT,,,,,,
JKSM,,,,,,
CFBK,,,,,,
PLX,,,,,,
BQST,,,,,,
LL,,,,,,
BBQ,,,,,,
EDSA,,,,,,
GPOX,,,,,,
TEN,,,,,,
RELV,,,,,,
RENO,,,,,,
LBAO,,,,,,
BFGX,,,,,,
RSPI,,,,,,
INVO,,,,,,
INTV,,,,,,
GLAE,,,,,,
RZLT,,,,,,
CRVW,,,,,,
CFIC,,,,,,
MBOT,,,,,,
MULN,,,,,,
WWSG,,,,,,
AKOM,,,,,,
PWFL,,,,,,
HMMR,,,,,,
GEVI,,,,,,
CMXC,,,,,,
USRM,,,,,,
CLRI,,,,,,
NTRR,,,,,,
OPGN,,,,,,
BIOF,,,,,,
WYY,,,,,,
BLNC,,,,,,
MSVB,,,,,,
CQCQ,,,,,,
WETF,,,,,,
ZNRG,,,,,,
PLAN,,,,,,
PWOD,,,,,,
HTGM,,,,,,
JYAC,,,,,,
MOH,,,,,,
IMCI,,,,,,
FREVS,,,,,,
ESBS,,,,,,
BCML,,,,,,
FGNV,,,,,,
MPAD,,,,,,
ONCI,,,,,,
WSTG,,,,,,
IONM,,,,,,
QUBT,,,,,,
QBAN,,,,,,
SNCE,,,,,,
BWEN,,,,,,
BFIN,,,,,,
TTNP,,,,,,
MACK,,,,,,
OTIVF,,,,,,
HFBL,,,,,,
LRDC,,,,,,
ESQ,,,,,,
AGCB,,,,,,
TTSH,,,,,,
WSTRF,,,,,,
GIC,,,,,,
OBCI,,,,,,
CNNC,,,,,,
VGZ,,,,,,
VISL,,,,,,
VEC,,,,,,
DWSN,,,,,,
BTX,,,,,,
WTRH,,,,,,
KBLB,,,,,,
WBBA,,,,,,
GTEH,,,,,,
ABIO,,,,,,
GBLX,,,,,,
VSBC,,,,,,
AE,,,,,,
STOR,,,,,,
BWMY,,,,,,
NVGI,,,,,,
GLD,,,,,,
GLYC,,,,,,
LRMR,,,,,,
TMNA,,,,,,
SPXC,,,,,,
NAVB,,,,,,
TOFB,,,,,,
SKVI,,,,,,
QNTA,,,,,,
CLOQ,,,,,,
PKKW,,,,,,
BSTG,,,,,,
ISCO,,,,,,
NOVC,,,,,,
CUBE,,,,,,
FMFG,,,,,,
UNEX,,,,,,
ASPU,,,,,,
AEYE,,,,,,
FORZ,,,,,,
GTLL,,,,,,
LNSR,,,,,,
RMESF,,,,,,
HADV,,,,,,
PDCE,,,,,,
BMNR,,,,,,
WISM,,,,,,
PRHL,,,,,,
GENC,,,,,,
CPSH,,,,,,
UUUU,,,,,,
WORX,,,,,,
XFCI,,,,,,
BSFC,,,,,,
GSPE,,,,,,
ASUR,,,,,,
UBX,,,,,,
EXEO,,,,,,
ARSN,,,,,,
ENBP,,,,,,
ALRN,,,,,,
SCND,,,,,,
NPTX,,,,,,
HMLA,,,,,,
NUGL,,,,,,
MXSG,,,,,,
NLST,,,,,,
BHVN,,,,,,
BCBP,,,,,,
BRRN,,,,,,
DLA,,,,,,
DBMM,,,,,,
GYRO,,,,,,
MNTX,,,,,,
BTCS,,,,,,
FOTB,,,,,,
WHSI,,,,,,
OEG,,,,,,
MDWT,,,,,,
KULR,,,,,,
SOBR,,,,,,
LEAT,,,,,,
UITA,,,,,,
EMCF,,,,,,
PESI,,,,,,
TRVI,,,,,,
FSSN,,,,,,
TGAN,,,,,,
INSD,,,,,,
XITO,,,,,,
NEPH,,,,,,
NAUH,,,,,,
PSTV,,,,,,
WGEI,,,,,,
MYMD,,,,,,
LBSR,,,,,,
MBCN,,,,,,
WATT,,,,,,
KATX,,,,,,
LEDS,,,,,,
DGTW,,,,,,
ORTX,,,,,,
SYNE,,,,,,
ICCH,,,,,,
EQ,,,,,,
WBQNL,,,,,,
CYBE,,,,,,
BDSI,,,,,,
GRNF,,,,,,
BBBT,,,,,,
IAU,,,,,,
IZEA,,,,,,
INTZ,,,,,,
BRVO,,,,,,
TRT,,,,,,
SANP,,,,,,
SEII,,,,,,
SCTC,,,,,,
UTI,,,,,,
SLGD,,,,,,
KOSS,,,,,,
WINT,,,,,,
RFIL,,,,,,
ENZN,,,,,,
QTXB,,,,,,
AGRX,,,,,,
DSGT,,,,,,
WRE,,,,,,
PED,,,,,,
PRKR,,,,,,
SMHI,,,,,,
HLYK,,,,,,
CRMZ,,,,,,
ZDPY,,,,,,
BMXC,,,,,,
SFRX,,,,,,
IMMR,,,,,,
HLWD,,,,,,
MSB,,,,,,
NROM,,,,,,
INMB,,,,,,
FTXP,,,,,,
GOFF,,,,,,
GDRX,,,,,,
DBRM,,,,,,
CBKCQ,,,,,,
STLY,,,,,,
MLSS,,,,,,
WODI,,,,,,
TPCS,,,,,,
FTK,,,,,,
VRTC,,,,,,
SILO,,,,,,
DBO,,,,,,
CLCS,,,,,,
WLKP,,,,,,
IMNM,,,,,,
NMGX,,,,,,
WARM,,,,,,
ESSI,,,,,,
NUWE,,,,,,
CBDY,,,,,,
CPHI,,,,,,
RTSL,,,,,,
DPSM,,,,,,
RIBT,,,,,,
XPL,,,,,,
GORO,,,,,,
TGEN,,,,,,
LIVC,,,,,,
XESP,,,,,,
VG,,,,,,
MSLP,,,,,,
AMMJ,,,,,,
LSBK,,,,,,
SRUS,,,,,,
SUND,,,,,,
PEGA,,,,,,
NDLS,,,,,,
TBTC,,,,,,
VICP,,,,,,
RDUS,,,,,,
CECE,,,,,,
SINC,,,,,,
AKUS,,,,,,
MSGM,,,,,,
ALPC,,,,,,
CLSN,,,,,,
MERC,,,,,,
BRBR,,,,,,
BMIX,,,,,,
YBCN,,,,,,
ACOR,,,,,,
NAHD,,,,,,
GSIH,,,,,,
VISM,,,,,,
TCNT,,,,,,
SSCR,,,,,,
SCYYF,,,,,,
LEGX,,,,,,
ESP,,,,,,
RSCF,,,,,,
WTNW,,,,,,
ATI,,,,,,
ZENO,,,,,,
CYAN,,,,,,
BIEI,,,,,,
FENC,,,,,,
RIII,,,,,,
CNNB,,,,,,
MEDS,,,,,,
GSHN,,,,,,
CSBB,,,,,,
UVE,,,,,,
ABQQ,,,,,,
MOJO,,,,,,
ALTB,,,,,,
CTEK,,,,,,
ZWS,,,,,,
EGY,,,,,,
LFAP,,,,,,
TCFC,,,,,,
GRIL,,,,,,
CLNV,,,,,,
EVOA,,,,,,
GLTR,,,,,,
ATAX,,,,,,
DESTQ,,,,,,
BBI,,,,,,
HUSA,,,,,,
WETG,,,,,,
PINE,,,,,,
UNAM,,,,,,
NICK,,,,,,
GMPW,,,,,,
KOAN,,,,,,
THER,,,,,,
PNPL,,,,,,
PACK,,,,,,
TRCK,,,,,,
KGKG,,,,,,
KAVL,,,,,,
GTCH,,,,,,
CAPL,,,,,,
BEGI,,,,,,
KEQU,,,,,,
SGA,,,,,,
BZRD,,,,,,
LTDH,,,,,,
ALDS,,,,,,
YTEN,,,,,,
SRSG,,,,,,
HALL,,,,,,
MSN,,,,,,
EFIR,,,,,,
HDSN,,,,,,
NMTC,,,,,,
RCAT,,,,,,
TKLS,,,,,,
GFTX,,,,,,
SRCO,,,,,,
OMHI,,,,,,
GWHP,,,,,,
BFNH,,,,,,
WEWA,,,,,,
SRRA,,,,,,
LTRX,,,,,,
GBNY,,,,,,
EBMT,,,,,,
GBS,,,,,,
PYYX,,,,,,
DBC,,,,,,
MICT,,,,,,
COSG,,,,,,
ZNOG,,,,,,
AAGH,,,,,,
TGLS,,,,,,
PCTI,,,,,,
SGBX,,,,,,
TMX,,,,,,
HLMN,,,,,,
PHX,,,,,,
AITX,,,,,,
NOVN,,,,,,
MIXT,,,,,,
NEN,,,,,,
FC,,,,,,
CTDT,,,,,,
CYCN,,,,,,
XFOR,,,,,,
CRKN,,,,,,
SGRP,,,,,,
DIRV,,,,,,
QEGY,,,,,,
BMRA,,,,,,
PPLT,,,,,,
DXLG,,,,,,
DPDW,,,,,,
ILAL,,,,,,
GRTX,,,,,,
URYL,,,,,,
ANDR,,,,,,
SOMC,,,,,,
NMEX,,,,,,
SUIC,,,,,,
LAKE,,,,,,
INND,,,,,,
TZOO,,,,,,
VRDR,,,,,,
GLGI,,,,,,
TMRR,,,,,,
OPTT,,,,,,
RKDA,,,,,,
DBV,,,,,,
SAL,,,,,,
CMGO,,,,,,
CWCO,,,,,,
ISCB,,,,,,
STSA,,,,,,
UNRV,,,,,,
DTSS,,,,,,
CRWE,,,,,,
ARTH,,,,,,
DUUO,,,,,,
NAOV,,,,,,
ASRT,,,,,,
AMST,,,,,,
ADMP,,,,,,
JRSH,,,,,,
USDP,,,,,,
AIHS,,,,,,
OCUP,,,,,,
TESS,,,,,,
MBRX,,,,,,
TTCM,,,,,,
PPBN,,,,,,
ENDP,,,,,,
SGMD,,,,,,
PURE,,,,,,
ABMC,,,,,,
JILL,,,,,,
AMRR,,,,,,
VADP,,,,,,
PRED,,,,,,
MRGE,,,,,,
AMNL,,,,,,
FOMC,,,,,,
DHX,,,,,,
RGMP,,,,,,
AVNI,,,,,,
SEM,,,,,,
WUYI,,,,,,
BSPK,,,,,,
ZEN,,,,,,
WBT,,,,,,
HYPR,,,,,,
DCTH,,,,,,
CLRD,,,,,,
BLBX,,,,,,
WULF,,,,,,
GHAV,,,,,,
RCMW,,,,,,
SIAF,,,,,,
RCON,,,,,,
LOOP,,,,,,
ABVC,,,,,,
USLG,,,,,,
PTCO,,,,,,
ECXJ,,,,,,
SIMP,,,,,,
RNDB,,,,,,
